id,label,count_dots,count_delimiters,is_domain_ip,is_hyphen_present,count_sub_dir,count_sub_domain,count_queries,shady_tld,is_suspicious_part_hidden,is_tiny_url
19414,1,2,0,0,0,5,0,0,0,0,0
19415,1,2,0,0,1,1,1,0,0,0,0
19416,1,8,0,0,0,4,0,0,0,1,0
19417,1,2,0,0,1,2,1,0,0,0,0
19418,1,1,7,0,0,1,0,1,0,0,0
19419,1,6,0,0,1,5,0,0,0,1,0
19420,1,2,0,0,0,5,0,0,0,0,0
19421,1,1,0,0,0,1,0,0,1,0,0
19422,1,1,0,0,0,1,0,0,1,0,0
19423,1,1,0,0,0,1,0,0,1,0,0
19424,1,5,37,0,0,6,0,9,0,1,0
19425,1,2,0,0,0,4,0,0,0,0,0
19426,1,2,0,0,0,5,0,0,0,0,0
19427,1,1,2,0,0,9,0,0,0,1,0
19428,1,3,0,0,0,1,2,0,0,0,0
19429,1,2,0,0,0,1,1,0,0,0,0
19430,1,2,0,0,0,2,1,0,0,0,0
19431,1,4,18,0,0,4,0,2,0,1,0
19432,1,2,0,0,0,3,0,0,0,0,0
19433,1,2,0,0,0,8,0,0,0,1,0
19434,1,3,18,0,0,4,0,2,0,1,0
19435,1,2,2,0,0,2,0,1,0,0,0
19436,1,1,0,0,0,6,0,0,0,1,0
19437,1,1,0,0,0,7,0,0,0,1,0
19438,1,3,0,0,0,5,0,0,0,1,0
19439,1,2,0,0,0,2,0,0,0,0,0
19440,1,3,0,0,0,2,1,0,0,0,0
19441,1,2,0,0,0,2,0,0,0,0,0
19442,1,1,1,0,0,7,0,0,0,1,0
19443,1,6,24,0,0,1,1,8,0,1,0
19444,1,1,0,0,0,2,0,0,0,0,0
19445,1,2,1,0,0,5,0,0,0,0,0
19446,1,1,0,0,0,1,0,0,0,0,0
19447,1,1,0,0,0,2,0,0,0,0,0
19448,1,3,0,0,1,4,0,0,0,1,0
19449,1,2,3,0,0,7,0,1,0,1,0
19450,1,2,3,0,0,7,0,1,0,1,0
19451,1,2,3,0,0,7,0,1,0,1,0
19452,1,3,3,0,0,7,0,1,0,1,0
19453,1,2,0,0,0,1,1,0,0,0,0
19454,1,2,0,0,0,0,1,0,0,0,0
19455,1,2,2,0,1,3,0,0,0,1,0
19456,1,2,0,0,0,1,1,0,0,0,0
19457,1,1,2,0,0,4,0,0,0,1,0
19458,1,3,2,0,0,1,0,1,0,1,0
19459,1,3,2,0,0,1,0,1,0,0,0
19460,1,5,4,0,0,1,0,2,0,0,0
19461,1,2,1,0,0,3,0,0,0,0,0
19462,1,1,0,0,0,5,0,0,0,0,0
19463,1,1,2,0,0,5,0,0,0,1,0
19464,1,3,9,0,1,4,0,3,0,1,0
19465,1,2,0,0,0,6,0,0,0,0,0
19466,1,2,0,0,0,1,0,0,0,0,0
19467,1,4,9,0,0,2,2,3,0,1,0
19468,1,4,9,0,0,2,2,3,0,1,0
19469,1,3,0,0,0,2,1,0,0,0,0
19470,1,3,0,0,1,3,0,0,0,0,0
19471,1,1,0,0,1,1,0,0,0,0,0
19472,1,2,0,0,0,1,0,0,0,0,0
19473,1,1,0,0,0,1,0,0,0,0,0
19474,1,2,0,0,0,2,0,0,0,0,0
19475,1,1,0,0,1,1,0,0,0,0,0
19476,1,1,1,0,0,1,0,1,0,0,0
19477,1,1,1,0,0,1,0,1,0,0,0
19478,1,1,1,0,0,1,0,1,0,0,0
19479,1,1,0,0,0,0,0,0,0,0,0
19480,1,1,0,0,0,1,0,0,1,0,0
19481,1,1,0,0,1,5,0,0,0,1,0
19482,1,1,0,0,1,4,0,0,0,1,0
19483,1,1,0,0,1,5,0,0,0,1,0
19484,1,1,0,0,1,4,0,0,0,1,0
19485,1,1,0,0,1,4,0,0,0,1,0
19486,1,4,10,0,6,1,1,3,0,1,0
19487,1,2,0,0,0,1,1,0,0,0,0
19488,1,1,1,0,0,1,0,1,0,0,0
19489,1,1,6,0,1,2,0,2,0,1,0
19490,1,2,0,0,0,1,1,0,0,0,0
19491,1,1,0,0,1,5,0,0,0,1,0
19492,1,1,0,0,0,2,0,0,0,0,0
19493,1,2,1,0,1,5,0,0,0,0,0
19494,1,3,0,0,0,1,1,0,0,0,0
19495,1,2,9,0,0,4,0,3,0,1,0
19496,1,2,3,0,0,4,0,1,0,1,0
19497,1,2,0,0,0,3,0,0,0,0,0
19498,1,2,15,0,0,4,0,3,0,1,0
19499,1,1,0,0,0,4,0,0,0,1,0
19500,1,1,1,0,0,1,0,1,0,0,0
19501,1,1,1,0,0,1,0,1,0,0,0
19502,1,1,1,0,0,1,0,1,0,0,0
19503,1,1,1,0,0,1,0,1,0,0,0
19504,1,1,1,0,0,1,0,1,0,0,0
19505,1,1,1,0,0,1,0,1,0,0,0
19506,1,1,1,0,0,1,0,1,0,0,0
19507,1,1,1,0,0,1,0,1,0,0,0
19508,1,3,0,0,2,2,1,0,0,1,0
19509,1,2,0,0,1,4,0,0,0,0,0
19510,1,2,0,0,0,1,1,0,0,0,0
19511,1,1,0,0,0,2,0,0,0,0,0
19512,1,1,1,0,0,1,0,1,0,0,0
19513,1,1,0,0,1,1,0,0,0,0,0
19514,1,2,0,0,4,1,1,0,0,0,0
19515,1,2,0,0,1,4,0,0,0,0,0
19516,1,2,9,0,0,4,0,3,0,1,0
19517,1,2,17,0,0,4,0,3,0,1,0
19518,1,1,0,0,0,2,0,0,0,0,0
19519,1,1,0,0,0,2,0,0,0,0,0
19520,1,1,0,0,0,3,0,0,0,0,0
19521,1,3,0,0,0,1,2,0,0,0,0
19522,1,3,0,0,0,2,0,0,0,0,0
19523,1,2,1,0,0,6,1,1,0,1,0
19524,1,2,8,0,0,1,1,3,0,1,0
19525,1,3,0,0,1,6,1,0,0,1,0
19526,1,2,0,0,0,1,1,0,0,0,0
19527,1,5,0,0,1,2,1,0,0,0,0
19528,1,2,0,0,0,6,1,0,0,0,0
19529,1,2,1,0,0,11,1,0,0,1,0
19530,1,2,0,0,0,1,1,0,0,0,0
19531,1,2,0,0,1,3,1,0,0,0,0
19532,1,3,2,0,0,2,0,1,0,0,0
19533,1,2,0,0,0,2,0,0,0,0,0
19534,1,2,0,0,0,1,0,0,0,0,0
19535,1,2,0,0,0,1,1,0,0,0,0
19536,1,2,0,0,0,1,1,0,0,0,0
19537,1,1,1,0,0,1,0,1,0,0,0
19538,1,1,0,0,0,1,0,0,0,0,0
19539,1,2,0,0,0,3,1,0,0,0,0
19540,1,2,0,0,1,3,1,0,0,0,0
19541,1,1,0,0,1,2,0,0,0,0,0
19542,1,2,0,0,0,3,1,0,0,0,0
19543,1,2,0,0,0,2,1,0,0,0,0
19544,1,4,2,0,0,5,0,1,0,1,0
19545,1,3,0,0,0,6,1,0,0,0,0
19546,1,2,14,0,0,1,1,5,0,1,0
19547,1,2,0,0,0,1,1,0,0,0,0
19548,1,4,8,0,1,7,1,4,0,1,0
19549,1,3,11,0,1,6,0,4,0,1,0
19550,1,2,0,0,0,1,0,0,0,0,0
19551,1,2,0,0,0,2,0,0,0,0,0
19552,1,1,1,0,0,1,0,1,0,0,0
19553,1,1,1,0,0,1,0,1,0,0,0
19554,1,1,1,0,0,1,0,1,0,0,0
19555,1,1,1,0,0,1,0,1,0,0,0
19556,1,2,1,0,0,1,1,1,0,0,0
19557,1,2,1,0,0,1,1,1,0,0,0
19558,1,3,1,0,1,4,0,1,0,1,0
19559,1,3,1,0,1,3,0,1,0,1,0
19560,1,2,0,0,2,1,1,0,0,0,0
19561,1,4,6,0,3,1,1,2,0,1,0
19562,1,2,1,0,0,4,0,0,0,0,0
19563,1,2,6,0,0,1,1,3,0,1,0
19564,1,1,0,0,0,1,0,0,0,0,0
19565,1,1,2,0,0,2,0,0,0,0,0
19566,1,2,0,0,0,0,1,0,0,0,0
19567,1,3,2,0,0,3,1,1,0,0,0
19568,1,2,1,0,0,4,0,1,0,0,0
19569,1,1,0,0,1,2,0,0,0,0,0
19570,1,1,0,0,0,8,0,0,0,1,0
19571,1,2,0,0,0,2,1,0,0,0,0
19572,1,2,0,0,0,6,0,0,0,0,0
19573,1,2,0,0,0,2,0,0,0,0,0
19574,1,2,2,0,0,2,0,1,0,0,0
19575,1,3,0,0,0,3,1,0,0,0,0
19576,1,1,0,0,0,2,0,0,0,0,0
19577,1,1,0,0,0,1,0,0,0,0,0
19578,1,2,1,0,0,6,1,0,0,0,0
19579,1,2,0,0,0,6,0,0,0,1,0
19580,1,2,0,0,0,1,1,0,0,0,0
19581,1,3,0,0,0,6,1,0,0,1,0
19582,1,2,0,0,1,5,1,0,0,1,0
19583,1,3,1,0,0,3,0,1,0,0,0
19584,1,8,3,0,2,5,3,1,1,1,0
19585,1,1,0,0,0,5,0,0,0,1,0
19586,1,1,0,0,0,5,0,0,0,1,0
19587,1,2,0,0,0,1,1,0,0,0,0
19588,1,3,0,0,0,7,1,0,0,1,0
19589,1,1,0,0,0,4,0,0,0,0,0
19590,1,2,29,0,0,2,1,7,0,1,0
19591,1,2,0,0,0,1,1,0,0,0,0
19592,1,2,0,0,0,1,1,0,0,0,0
19593,1,2,0,0,0,1,1,0,0,0,0
19594,1,2,0,0,0,1,1,0,0,0,0
19595,1,2,0,0,0,1,1,0,0,0,0
19596,1,4,18,0,1,5,1,3,0,1,0
19597,1,1,0,0,0,2,0,0,0,0,0
19598,1,3,11,0,1,5,1,2,0,1,0
19599,1,2,0,0,0,1,1,0,0,0,0
19600,1,1,2,0,0,2,0,1,0,0,0
19601,1,1,0,0,0,1,0,0,0,0,0
19602,1,3,0,0,0,1,1,0,0,1,0
19603,1,2,0,0,0,3,0,0,0,0,0
19604,1,4,16,0,1,5,1,3,0,1,0
19605,1,2,0,0,0,2,0,0,0,0,0
19606,1,1,0,0,0,2,0,0,0,0,0
19607,1,2,0,0,0,1,1,0,0,0,0
19608,1,3,0,0,0,4,1,0,0,0,0
19609,1,3,0,0,0,4,1,0,0,0,0
19610,1,2,0,0,0,4,0,0,0,0,0
19611,1,3,11,0,1,5,1,3,0,1,0
19612,1,5,22,0,1,2,1,7,1,1,0
19613,1,1,1,0,0,1,0,1,0,0,0
19614,1,1,1,0,0,1,0,1,0,0,0
19615,1,4,5,0,0,3,2,1,0,1,0
19616,1,2,0,0,1,1,1,0,0,0,0
19617,1,1,0,0,0,2,0,0,0,0,0
19618,1,2,0,0,0,2,0,0,0,0,0
19619,1,1,0,0,0,2,0,0,0,0,0
19620,1,2,0,0,0,2,1,0,0,0,0
19621,1,2,7,0,1,5,1,2,0,1,0
19622,1,2,0,0,0,4,1,0,0,0,0
19623,1,3,0,0,2,5,1,0,0,1,0
19624,1,1,0,0,0,3,0,0,0,0,0
19625,1,6,31,0,0,1,1,11,0,1,0
19626,1,4,8,0,0,7,0,2,0,1,0
19627,1,5,13,0,0,1,1,4,0,1,0
19628,1,3,0,0,0,2,0,0,0,0,0
19629,1,2,0,0,0,4,1,0,0,1,0
19630,1,1,0,0,0,2,0,0,0,0,0
19631,1,4,9,0,0,2,2,3,0,1,0
19632,1,4,9,0,0,2,2,3,0,1,0
19633,1,4,9,0,0,2,2,3,0,1,0
19634,1,4,9,0,0,2,2,3,0,1,0
19635,1,4,9,0,0,2,2,3,0,1,0
19636,1,4,9,0,0,2,2,3,0,1,0
19637,1,4,9,0,0,2,2,3,0,1,0
19638,1,4,9,0,0,2,2,3,0,1,0
19639,1,4,9,0,0,2,2,3,0,1,0
19640,1,4,9,0,0,2,2,3,0,1,0
19641,1,2,9,0,0,2,0,3,0,1,0
19642,1,3,2,0,0,5,0,1,0,1,0
19643,1,2,3,0,0,3,0,1,0,0,0
19644,1,8,20,0,0,5,0,7,0,1,0
19645,1,2,0,0,0,3,0,0,0,0,0
19646,1,2,0,0,0,3,0,0,0,0,0
19647,1,1,0,0,0,2,0,0,0,0,0
19648,1,1,2,0,0,9,0,0,0,1,0
19649,1,3,0,0,0,3,1,0,0,0,0
19650,1,2,0,0,0,1,1,0,0,0,0
19651,1,1,0,0,0,1,0,0,0,0,0
19652,1,4,12,0,0,1,1,4,0,1,0
19653,1,3,0,0,0,3,1,0,0,0,0
19654,1,1,0,0,0,9,0,0,0,1,0
19655,1,2,1,0,0,9,0,0,0,1,0
19656,1,2,0,0,0,9,0,0,0,1,0
19657,1,3,2,0,0,1,2,1,0,1,0
19658,1,1,2,0,0,9,0,0,0,1,0
19659,1,1,2,0,0,9,0,0,0,1,0
19660,1,1,2,0,0,9,0,0,0,1,0
19661,1,4,8,0,2,5,1,2,0,1,0
19662,1,2,22,0,0,1,1,5,0,1,0
19663,1,3,13,0,0,2,1,2,0,1,0
19664,1,4,8,0,2,5,1,2,0,1,0
19665,1,3,2,0,0,3,1,0,0,0,0
19666,1,3,8,0,0,1,1,3,0,1,0
19667,1,1,0,0,0,1,0,0,0,0,0
19668,1,2,0,0,0,1,0,0,0,0,0
19669,1,3,1,1,0,2,0,0,1,0,0
19670,1,2,0,0,0,3,1,0,0,0,0
19671,1,2,0,0,1,1,0,0,0,0,0
19672,1,3,0,0,0,6,0,0,0,1,0
19673,1,4,0,0,0,1,2,0,0,0,0
19674,1,3,2,0,0,1,2,1,0,1,0
19675,1,2,1,0,1,2,1,0,0,1,0
19676,1,4,8,0,2,5,1,2,0,1,0
19677,1,2,0,0,2,3,1,0,0,0,0
19678,1,2,2,0,0,3,1,1,0,1,0
19679,1,2,2,0,0,3,1,1,0,1,0
19680,1,2,0,0,0,3,1,0,0,0,0
19681,1,3,8,0,0,5,0,2,0,1,0
19682,1,1,0,0,0,1,0,0,0,0,0
19683,1,2,0,0,0,1,0,0,1,0,0
19684,1,2,0,0,0,1,0,0,1,0,0
19685,1,1,0,0,0,6,0,0,0,1,0
19686,1,1,0,0,0,5,0,0,0,1,0
19687,1,4,14,0,0,5,0,0,0,1,0
19688,1,2,0,0,0,2,1,0,0,0,0
19689,1,1,0,0,0,2,0,0,0,0,0
19690,1,1,0,0,0,3,0,0,0,0,0
19691,1,2,0,0,1,1,0,0,0,0,0
19692,1,1,0,0,0,1,0,0,0,0,0
19693,1,3,3,0,0,1,1,1,0,1,0
19694,1,1,0,0,0,1,0,0,0,0,0
19695,1,1,0,0,0,2,0,0,0,0,0
19696,1,1,0,0,0,1,0,0,0,0,0
19697,1,4,8,0,2,5,1,2,0,1,0
19698,1,4,8,0,2,5,1,2,0,1,0
19699,1,6,24,0,0,1,1,8,0,1,0
19700,1,2,0,0,0,8,1,0,0,0,0
19701,1,3,2,0,0,1,1,1,0,0,0
19702,1,6,24,0,0,1,1,8,0,1,0
19703,1,1,0,0,0,1,0,0,0,0,0
19704,1,3,2,0,0,5,0,1,0,1,0
19705,1,4,8,0,2,5,1,2,0,1,0
19706,1,4,8,0,2,5,1,2,0,1,0
19707,1,3,0,0,0,4,1,0,0,0,0
19708,1,1,0,0,2,2,0,0,0,0,0
19709,1,4,8,0,2,5,1,2,0,1,0
19710,1,3,4,0,0,5,0,1,0,1,0
19711,1,3,1,0,1,3,1,0,0,0,0
19712,1,2,5,0,0,11,1,1,0,1,0
19713,1,2,0,0,0,1,1,0,0,0,0
19714,1,1,1,0,0,7,0,0,0,1,0
19715,1,1,0,0,0,1,0,0,0,0,0
19716,1,2,0,0,0,1,0,0,0,0,0
19717,1,1,0,0,0,3,0,0,0,0,0
19718,1,2,0,0,0,1,1,0,0,0,0
19719,1,4,0,0,0,1,3,0,0,1,0
19720,1,3,17,0,0,1,1,5,0,1,0
19721,1,3,17,0,0,1,1,5,0,1,0
19722,1,2,0,0,0,1,1,0,0,0,0
19723,1,3,8,0,0,9,0,2,0,1,0
19724,1,3,17,0,0,1,1,5,0,1,0
19725,1,3,17,0,0,1,1,5,0,1,0
19726,1,3,6,0,0,1,1,1,0,0,0
19727,1,1,0,0,1,1,0,0,0,0,0
19728,1,3,2,0,0,1,1,1,0,0,0
19729,1,2,0,0,1,2,0,0,0,0,0
19730,1,2,0,0,0,3,1,0,0,0,0
19731,1,2,0,0,0,4,0,0,0,0,0
19732,1,3,0,0,0,2,1,0,0,0,0
19733,1,3,0,0,0,2,1,0,0,0,0
19734,1,2,0,0,0,4,1,0,0,1,0
19735,1,3,8,0,0,9,0,2,0,1,0
19736,1,1,0,0,0,3,0,0,0,0,0
19737,1,3,8,0,0,9,0,2,0,1,0
19738,1,1,2,0,0,9,0,0,0,1,0
19739,1,2,0,0,0,2,0,0,0,0,0
19740,1,3,7,0,1,5,1,1,0,1,0
19741,1,3,7,0,1,5,1,1,0,1,0
19742,1,2,0,0,2,1,1,0,0,0,0
19743,1,1,0,0,0,7,0,0,0,1,0
19744,1,3,2,0,0,3,0,1,0,0,0
19745,1,3,2,0,0,3,0,1,0,0,0
19746,1,3,2,0,0,3,0,1,0,0,0
19747,1,2,2,0,1,2,1,0,0,0,0
19748,1,1,0,0,1,3,0,0,0,0,0
19749,1,1,0,0,1,2,0,0,0,0,0
19750,1,1,0,0,1,2,0,0,0,0,0
19751,1,1,0,0,1,3,0,0,0,0,0
19752,1,3,0,0,0,1,2,0,0,0,0
19753,1,3,0,0,0,1,1,0,0,0,0
19754,1,2,0,0,0,5,0,0,0,1,0
19755,1,3,2,0,0,3,0,1,0,0,0
19756,1,3,2,0,0,3,0,1,0,0,0
19757,1,3,8,0,0,9,0,2,0,1,0
19758,1,1,0,0,0,3,0,0,0,0,0
19759,1,2,4,0,0,5,0,1,0,1,0
19760,1,1,0,0,0,4,0,0,0,0,0
19761,1,3,0,0,0,3,0,0,0,0,0
19762,1,3,1,0,0,1,1,0,0,0,0
19763,1,3,8,0,0,9,0,2,0,1,0
19764,1,2,0,0,0,4,1,0,0,0,0
19765,1,3,0,0,0,1,2,0,0,0,0
19766,1,2,0,0,0,2,1,0,0,0,0
19767,1,2,0,0,0,2,1,0,0,0,0
19768,1,1,0,0,0,2,0,0,0,0,0
19769,1,3,0,0,0,3,1,0,0,0,0
19770,1,2,0,0,0,3,0,0,0,0,0
19771,1,3,8,0,0,5,0,2,0,1,0
19772,1,2,0,0,0,4,0,0,0,0,0
19773,1,2,0,0,0,4,1,0,0,0,0
19774,1,1,0,0,0,0,0,0,0,0,0
19775,1,1,2,0,0,2,0,1,0,0,0
19776,1,2,0,0,0,3,1,0,0,0,0
19777,1,2,0,0,0,4,1,0,0,0,0
19778,1,9,20,0,0,5,0,7,0,1,0
19779,1,2,0,0,0,3,0,0,0,0,0
19780,1,1,0,0,0,3,0,0,0,0,0
19781,1,1,0,0,0,6,0,0,0,0,0
19782,1,1,0,0,0,5,0,0,0,0,0
19783,1,2,0,0,1,1,1,0,0,0,0
19784,1,2,0,0,0,1,1,0,0,0,0
19785,1,2,0,0,0,1,1,0,0,0,0
19786,1,1,0,0,0,6,0,0,0,1,0
19787,1,2,0,0,0,2,0,0,0,0,0
19788,1,5,15,0,1,5,1,3,0,1,0
19789,1,1,0,0,0,2,0,0,1,0,0
19790,1,2,0,0,0,2,0,0,0,0,0
19791,1,2,0,0,0,2,1,0,0,0,0
19792,1,2,0,0,1,4,1,0,0,0,0
19793,1,2,0,0,0,3,1,0,0,0,0
19794,1,3,1,0,0,1,1,0,0,0,0
19795,1,2,0,0,0,2,1,0,0,0,0
19796,1,2,6,0,1,3,0,1,0,1,0
19797,1,3,1,0,0,3,0,0,0,0,0
19798,1,1,0,0,2,2,0,0,0,0,0
19799,1,1,0,0,0,1,0,0,1,0,0
19800,1,29,0,0,0,3,13,0,0,1,0
19801,1,3,8,0,0,5,0,2,0,1,0
19802,1,2,0,0,0,3,0,0,0,0,0
19803,1,1,0,0,0,2,0,0,0,0,0
19804,1,3,0,0,0,3,1,0,0,0,0
19805,1,3,10,0,1,3,0,3,0,1,0
19806,1,2,0,0,1,2,0,0,0,0,0
19807,1,2,0,0,4,1,1,0,0,0,0
19808,1,3,0,0,1,3,1,0,0,1,0
19809,1,2,0,0,0,3,1,0,0,0,0
19810,1,2,0,0,0,5,1,0,0,0,0
19811,1,2,0,0,0,2,0,0,0,0,0
19812,1,2,0,0,0,3,0,0,0,0,0
19813,1,4,0,0,0,3,0,0,0,0,0
19814,1,2,0,0,0,1,1,0,0,0,0
19815,1,3,2,0,0,6,0,0,0,1,0
19816,1,3,2,0,0,7,0,0,0,1,0
19817,1,2,0,0,0,4,0,0,0,0,0
19818,1,2,0,0,0,4,0,0,0,0,0
19819,1,2,0,0,0,2,1,0,0,0,0
19820,1,1,0,0,0,2,0,0,0,0,0
19821,1,2,4,0,0,5,0,1,0,1,0
19822,1,2,1,0,0,3,0,1,0,1,0
19823,1,2,0,0,0,3,0,0,0,0,0
19824,1,2,0,0,0,3,0,0,0,0,0
19825,1,6,0,0,0,5,0,0,0,1,0
19826,1,3,11,0,1,5,1,3,0,1,0
19827,1,3,5,0,1,5,1,1,0,1,0
19828,1,3,1,0,0,3,1,0,0,0,0
19829,1,3,1,0,1,5,1,0,0,1,0
19830,1,1,0,0,0,6,0,0,0,0,0
19831,1,2,0,0,0,1,1,0,0,0,0
19832,1,2,2,0,0,2,1,1,0,0,0
19833,1,1,2,0,0,2,0,1,0,0,0
19834,1,5,0,0,0,3,0,0,0,0,0
19835,1,2,2,0,1,5,1,0,0,1,0
19836,1,2,0,0,0,2,0,0,0,0,0
19837,1,1,2,0,0,5,0,0,0,1,0
19838,1,1,0,0,1,2,0,0,0,0,0
19839,1,1,0,0,1,3,0,0,0,0,0
19840,1,2,0,0,0,2,0,0,0,0,0
19841,1,2,0,0,0,3,1,0,0,0,0
19842,1,2,0,0,0,1,1,0,0,0,0
19843,1,2,0,0,0,1,1,0,0,0,0
19844,1,2,0,0,1,1,1,0,0,0,0
19845,1,2,1,0,0,3,1,0,0,0,0
19846,1,2,0,0,0,1,1,0,0,0,0
19847,1,2,0,0,0,2,1,0,0,0,0
19848,1,2,0,0,1,1,1,0,0,0,0
19849,1,4,0,1,0,1,0,0,1,0,0
19850,1,4,0,1,0,1,0,0,1,0,0
19851,1,4,0,1,0,1,0,0,1,0,0
19852,1,4,0,1,0,1,0,0,1,0,0
19853,1,4,0,1,0,1,0,0,1,0,0
19854,1,2,0,0,0,1,0,0,0,0,0
19855,1,1,1,0,0,6,0,0,0,0,0
19856,1,1,1,0,0,6,0,0,0,0,0
19857,1,4,3,0,0,7,1,1,0,1,0
19858,1,4,7,0,0,7,0,2,0,1,0
19859,1,4,7,0,0,7,0,2,0,1,0
19860,1,1,0,0,0,6,0,0,0,0,0
19861,1,2,4,0,0,7,0,1,0,1,0
19862,1,2,0,0,0,3,1,0,0,0,0
19863,1,2,0,0,2,1,1,0,0,0,0
19864,1,4,10,0,0,1,1,3,0,1,0
19865,1,4,10,0,0,1,1,3,0,1,0
19866,1,4,10,0,0,1,1,3,0,1,0
19867,1,2,2,0,0,2,1,1,0,0,0
19868,1,2,1,0,0,3,0,1,0,0,0
19869,1,2,0,0,1,1,1,0,0,0,0
19870,1,2,0,0,0,4,1,0,0,0,0
19871,1,1,1,0,0,1,0,1,0,0,0
19872,1,2,0,0,0,1,1,0,0,0,0
19873,1,1,1,0,0,1,0,1,0,0,0
19874,1,3,0,0,0,2,0,0,0,0,0
19875,1,1,1,0,0,7,0,0,0,1,0
19876,1,2,0,0,0,1,0,0,0,0,0
19877,1,3,2,0,0,2,1,1,0,1,0
19878,1,3,0,0,0,6,0,0,0,0,0
19879,1,2,0,0,2,6,1,0,0,0,0
19880,1,2,0,0,2,5,1,0,0,0,0
19881,1,1,0,0,2,5,0,0,0,0,0
19882,1,1,0,0,2,6,0,0,0,0,0
19883,1,1,0,0,0,1,0,0,0,0,0
19884,1,1,0,0,0,2,0,0,0,0,0
19885,1,3,0,0,0,2,0,0,0,0,0
19886,1,1,3,0,0,4,0,1,0,0,0
19887,1,2,0,0,0,1,1,0,0,0,0
19888,1,1,2,0,1,3,0,0,0,0,0
19889,1,3,0,0,0,3,1,0,0,0,0
19890,1,3,0,0,0,3,1,0,0,0,0
19891,1,3,6,0,0,7,1,0,0,1,0
19892,1,1,0,0,0,0,0,0,0,0,0
19893,1,2,1,0,0,7,1,0,0,1,0
19894,1,2,0,0,0,4,0,0,0,0,0
19895,1,2,0,0,0,1,1,0,0,0,0
19896,1,2,0,0,0,1,1,0,0,0,0
19897,1,2,0,0,0,1,1,0,0,0,0
19898,1,2,0,0,0,1,1,0,0,0,0
19899,1,2,0,0,0,3,1,0,0,0,0
19900,1,3,0,0,0,3,1,0,0,0,0
19901,1,3,0,0,0,3,1,0,0,0,0
19902,1,1,0,0,0,5,0,0,0,0,0
19903,1,2,0,0,0,3,1,0,0,0,0
19904,1,4,3,0,0,3,1,1,0,1,0
19905,1,2,0,0,0,3,1,0,0,0,0
19906,1,2,11,0,0,2,1,4,0,1,0
19907,1,2,8,0,0,4,1,0,0,1,0
19908,1,2,0,0,1,1,1,0,0,0,0
19909,1,2,1,0,0,3,1,0,0,1,0
19910,1,1,0,0,0,0,0,0,0,0,0
19911,1,2,5,0,1,1,1,1,0,1,0
19912,1,2,0,0,0,2,1,0,0,0,0
19913,1,2,0,0,0,1,1,0,0,0,0
19914,1,2,0,0,0,3,1,0,0,0,0
19915,1,2,0,0,0,3,1,0,0,0,0
19916,1,1,0,0,0,2,0,0,0,0,0
19917,1,2,6,0,1,5,1,1,0,1,0
19918,1,2,0,0,0,2,1,0,0,0,0
19919,1,2,0,0,0,3,1,0,0,0,0
19920,1,3,0,0,1,1,2,0,0,0,0
19921,1,3,4,0,0,1,1,2,0,1,0
19922,1,1,0,0,0,2,0,0,0,0,0
19923,1,1,0,0,0,1,0,0,0,0,0
19924,1,2,0,0,0,2,0,0,0,0,0
19925,1,3,0,0,0,2,1,0,0,0,0
19926,1,3,0,0,0,2,1,0,0,0,0
19927,1,2,0,0,0,2,0,0,0,0,0
19928,1,2,0,0,0,2,0,0,0,0,0
19929,1,3,0,0,0,2,1,0,0,0,0
19930,1,2,0,0,0,2,0,0,0,0,0
19931,1,3,0,0,0,2,1,0,0,0,0
19932,1,3,0,0,0,2,1,0,0,0,0
19933,1,3,0,0,2,3,1,0,0,1,0
19934,1,3,0,0,2,3,1,0,0,1,0
19935,1,2,0,0,0,4,0,0,0,0,0
19936,1,2,0,0,0,1,0,0,0,0,0
19937,1,2,0,0,0,1,1,0,0,0,0
19938,1,8,2,0,0,5,0,1,0,1,0
19939,1,2,0,0,0,2,0,0,0,0,0
19940,1,4,1,0,0,6,0,0,0,1,0
19941,1,4,0,0,0,5,0,0,0,1,0
19942,1,3,0,0,1,3,1,0,0,0,0
19943,1,3,1,0,0,3,1,0,0,0,0
19944,1,1,0,0,0,4,0,0,0,0,0
19945,1,2,0,0,0,3,1,0,0,0,0
19946,1,2,2,0,0,2,0,1,0,0,0
19947,1,3,1,0,0,3,1,1,0,0,0
19948,1,1,0,0,0,2,0,0,0,0,0
19949,1,3,1,0,0,1,1,0,0,0,0
19950,1,1,0,0,0,1,0,0,0,0,0
19951,1,2,21,0,0,2,0,7,0,1,0
19952,1,1,0,0,0,1,0,0,0,0,0
19953,1,2,0,0,0,1,1,0,0,0,0
19954,1,1,0,0,0,0,0,0,0,0,0
19955,1,2,0,0,1,2,1,0,0,0,0
19956,1,2,0,0,1,1,1,0,0,0,0
19957,1,2,0,0,0,3,1,0,0,0,0
19958,1,3,11,0,1,5,1,3,0,1,0
19959,1,3,0,0,0,1,0,0,0,0,0
19960,1,2,0,0,0,1,0,0,0,0,0
19961,1,1,0,0,1,4,0,0,0,0,0
19962,1,2,11,0,4,0,1,6,0,1,0
19963,1,3,11,0,0,1,1,4,0,1,0
19964,1,1,0,0,0,2,0,0,0,0,0
19965,1,3,11,0,1,5,1,3,0,1,0
19966,1,4,15,0,1,5,1,3,0,1,0
19967,1,4,0,0,0,2,2,0,0,0,0
19968,1,1,0,0,0,1,0,0,0,0,0
19969,1,1,0,0,0,2,0,0,0,0,0
